"productId","productTitle","imageUrl","currentAltText","suggestedAltText","status","reviewNote"
"gid://shopify/Product/8379054915773","Hanes Men's Cool Cotton Boxer Briefs Pack | VennixStore","https://cdn.shopify.com/s/files/1/0778/3278/2013/files/81p0a0CNhZL._AC_SL1500.jpg?v=1783126233","","Men's cotton boxer briefs pack","ready_for_review","Identity is based on the product title; verify the visible color, view, and details before approval."
"gid://shopify/Product/8379054915773","Hanes Men's Cool Cotton Boxer Briefs Pack | VennixStore","https://cdn.shopify.com/s/files/1/0778/3278/2013/files/81ZBOce1WwL._AC_SL1500.jpg?v=1783126232","","Men's cotton boxer briefs pack","ready_for_review","Identity is based on the product title; verify the visible color, view, and details before approval."
"gid://shopify/Product/8379054915773","Hanes Men's Cool Cotton Boxer Briefs Pack | VennixStore","https://cdn.shopify.com/s/files/1/0778/3278/2013/files/81QNveOozZL._AC_SL1500_1f55ace7-80e0-4091-bb56-962cafb4abdf.jpg?v=1783126233","","Men's cotton boxer briefs pack","ready_for_review","Identity is based on the product title; verify the visible color, view, and details before approval."
"gid://shopify/Product/8379054915773","Hanes Men's Cool Cotton Boxer Briefs Pack | VennixStore","https://cdn.shopify.com/s/files/1/0778/3278/2013/files/81p0a0CNhZL._AC_SL1500_05c621ff-d114-4154-a979-425ff985eb52.jpg?v=1783126233","","Men's cotton boxer briefs pack","ready_for_review","Identity is based on the product title; verify the visible color, view, and details before approval."
"gid://shopify/Product/8379054915773","Hanes Men's Cool Cotton Boxer Briefs Pack | VennixStore","https://cdn.shopify.com/s/files/1/0778/3278/2013/files/81p0a0CNhZL._AC_SL1500_6995cdc5-6a5f-4a76-97a4-15659474be83.jpg?v=1783126233","","Men's cotton boxer briefs pack","ready_for_review","Identity is based on the product title; verify the visible color, view, and details before approval."
"gid://shopify/Product/8379054915773","Hanes Men's Cool Cotton Boxer Briefs Pack | VennixStore","https://cdn.shopify.com/s/files/1/0778/3278/2013/files/81C5dMaxWkL._AC_SL1500_cfe9afd1-43f1-43ec-9d65-873086b76037.jpg?v=1783126233","","Men's cotton boxer briefs pack","ready_for_review","Identity is based on the product title; verify the visible color, view, and details before approval."
"gid://shopify/Product/8379054915773","Hanes Men's Cool Cotton Boxer Briefs Pack | VennixStore","https://cdn.shopify.com/s/files/1/0778/3278/2013/files/717JLxTsPKL._AC_SL1500_3c7d00c0-a6c6-44c7-8526-e11985e1e3b7.jpg?v=1783126233","","Men's cotton boxer briefs pack","ready_for_review","Identity is based on the product title; verify the visible color, view, and details before approval."
"gid://shopify/Product/8379054915773","Hanes Men's Cool Cotton Boxer Briefs Pack | VennixStore","https://cdn.shopify.com/s/files/1/0778/3278/2013/files/71b0-qOiiNL._AC_SL1500_62ef00be-1226-414e-8b19-9730b779ee22.jpg?v=1783126233","","Men's cotton boxer briefs pack","ready_for_review","Identity is based on the product title; verify the visible color, view, and details before approval."
"gid://shopify/Product/8379054915773","Hanes Men's Cool Cotton Boxer Briefs Pack | VennixStore","https://cdn.shopify.com/s/files/1/0778/3278/2013/files/71b0-qOiiNL._AC_SL1500_04366e03-031f-4af0-a396-dfb6767d8259.jpg?v=1783126233","","Men's cotton boxer briefs pack","ready_for_review","Identity is based on the product title; verify the visible color, view, and details before approval."
"gid://shopify/Product/8379054915773","Hanes Men's Cool Cotton Boxer Briefs Pack | VennixStore","https://cdn.shopify.com/s/files/1/0778/3278/2013/files/91ZGBmJaWVL._AC_SL1500_393aefe9-2e6b-4a37-8162-db5ee23cac87.jpg?v=1783126233","","Men's cotton boxer briefs pack","ready_for_review","Identity is based on the product title; verify the visible color, view, and details before approval."
